id,f_type,f_id,translation,answer,speaker_id,sex,age,tukhum
1179,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,30,f,48,NA
1182,grammar,8,третья девочка,лъобдЕБ йоши,30,f,48,NA
1184,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,30,f,48,NA
1187,grammar,10,пятка pl,мижаЛОЛ,30,f,48,NA
1190,grammar,11,зять pl,нусоБДУЛ,30,f,48,NA
1191,grammar,12,они кушают,гьегевул вокомаДО,30,f,48,NA
1193,grammar,13,"когда он придет, будем кушать",вуъоРБИ,30,f,48,NA
1197,lexical,14,радуга,радуга,30,f,48,NA
1202,lexical,15,север,север,30,f,48,NA
1207,lexical,16,тысяча,озИругу,30,f,48,NA
1208,grammar,1,большая бабочка,Беч1уха одорук1а,31,m,67,Нух1илал
1210,grammar,2,большие бабочки,Йеч1ухол одорук1ол,31,m,67,Нух1илал
1212,grammar,3,большой кузнечик,Беч1уха гъац1а,31,m,67,Нух1илал
1214,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,31,m,67,Нух1илал
1216,grammar,5,родители ушли,ила има РУъон,31,m,67,Нух1илал
1218,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,31,m,67,Нух1илал
1220,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,31,m,67,Нух1илал
1223,grammar,8,третья девочка,лъобдЕБ йоши,31,m,67,Нух1илал
1225,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,31,m,67,Нух1илал
1228,grammar,10,пятка pl,мижаЛОЛ,31,m,67,Нух1илал
1231,grammar,11,зять pl,нусоБДУЛ,31,m,67,Нух1илал
1233,grammar,12,они кушают,гьегевул вокомаЛО,31,m,67,Нух1илал
1235,grammar,13,"когда он придет, будем кушать",вуъоРБИЛДИ,31,m,67,Нух1илал
1239,lexical,14,радуга,сороди гьорч1ч1и йичонний,31,m,67,Нух1илал
1243,lexical,15,север,север,31,m,67,Нух1илал
1248,lexical,16,тысяча,озИругу,31,m,67,Нух1илал
1249,grammar,1,большая бабочка,Беч1уха одорук1а,32,m,29,Амирадул
1251,grammar,2,большие бабочки,Йеч1ухол одорук1ол,32,m,29,Амирадул
1253,grammar,3,большой кузнечик,Беч1уха гъац1а,32,m,29,Амирадул
1255,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,32,m,29,Амирадул
1257,grammar,5,родители ушли,ила има РУъон,32,m,29,Амирадул
1260,grammar,6,налей отцу воды,т1инно дадаЙ лъен,32,m,29,Амирадул
1261,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,32,m,29,Амирадул
1264,grammar,8,третья девочка,лъобдЕБ йоши,32,m,29,Амирадул
1266,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,32,m,29,Амирадул
1269,grammar,10,пятка pl,мижаЛОЛ,32,m,29,Амирадул
1272,grammar,11,зять pl,нусоБДУЛ,32,m,29,Амирадул
1274,grammar,12,они кушают,гьегевул вокомаЛО,32,m,29,Амирадул
1277,grammar,13,"когда он придет, будем кушать",вуъоРБИГЬИ,32,m,29,Амирадул
1279,lexical,14,радуга,радуга,32,m,29,Амирадул
1283,lexical,15,север,сибир,32,m,29,Амирадул
1289,lexical,16,тысяча,озИругу,32,m,29,Амирадул
1290,grammar,1,большая бабочка,Беч1уха одорук1а,33,m,67,Хъазилал
1292,grammar,2,большие бабочки,Йеч1ухол одорук1ол,33,m,67,Хъазилал
1294,grammar,3,большой кузнечик,Беч1уха гъац1а,33,m,67,Хъазилал
1296,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,33,m,67,Хъазилал
1298,grammar,5,родители ушли,ила има РУъон,33,m,67,Хъазилал
1300,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,33,m,67,Хъазилал
1302,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,33,m,67,Хъазилал
1305,grammar,8,третья девочка,лъобдЕБ йоши,33,m,67,Хъазилал
1307,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,33,m,67,Хъазилал
1310,grammar,10,пятка pl,мижаЛОЛ,33,m,67,Хъазилал
1313,grammar,11,зять pl,нусоБДУЛ,33,m,67,Хъазилал
1314,grammar,12,они кушают,гьегевул вокомаДО,33,m,67,Хъазилал
1316,grammar,13,"когда он придет, будем кушать",вуъоРБИ,33,m,67,Хъазилал
1321,lexical,14,радуга,сороди гьорч1ч1и йичонний,33,m,67,Хъазилал
1324,lexical,15,север,сибир,33,m,67,Хъазилал
1329,lexical,16,тысяча,озУругу,33,m,67,Хъазилал
1331,grammar,1,большая бабочка,Беч1уха одорук1а,34,f,67,Суйгемадул
1333,grammar,2,большие бабочки,Йеч1ухол одорук1ол,34,f,67,Суйгемадул
1335,grammar,3,большой кузнечик,Беч1уха гъац1а,34,f,67,Суйгемадул
1337,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,34,f,67,Суйгемадул
1340,grammar,5,родители ушли,ила има ВОъон,34,f,67,Суйгемадул
1341,grammar,6,налей отцу воды,т1инно дадаЪО лъен,34,f,67,Суйгемадул
1344,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,34,f,67,Суйгемадул
1347,grammar,8,третья девочка,лъобдЕБ йоши,34,f,67,Суйгемадул
1349,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,34,f,67,Суйгемадул
1352,grammar,10,пятка pl,мижаЛОЛ,34,f,67,Суйгемадул
1355,grammar,11,зять pl,нусоБДУЛ,34,f,67,Суйгемадул
1356,grammar,12,они кушают,гьегевул вокомаДО,34,f,67,Суйгемадул
1360,grammar,13,"когда он придет, будем кушать",вуъоРБИГЬИ,34,f,67,Суйгемадул
1362,lexical,14,радуга,радуга,34,f,67,Суйгемадул
1367,lexical,15,север,север,34,f,67,Суйгемадул
1372,lexical,16,тысяча,озИругу,34,f,67,Суйгемадул
1373,grammar,1,большая бабочка,Беч1уха одорук1а,35,f,49,"Сарайлал, Хъазилал"
1375,grammar,2,большие бабочки,Йеч1ухол одорук1ол,35,f,49,"Сарайлал, Хъазилал"
1377,grammar,3,большой кузнечик,Беч1уха гъац1а,35,f,49,"Сарайлал, Хъазилал"
1379,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,35,f,49,"Сарайлал, Хъазилал"
1381,grammar,5,родители ушли,ила има РУъон,35,f,49,"Сарайлал, Хъазилал"
1383,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,35,f,49,"Сарайлал, Хъазилал"
1385,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,35,f,49,"Сарайлал, Хъазилал"
1388,grammar,8,третья девочка,лъобдЕБ йоши,35,f,49,"Сарайлал, Хъазилал"
1390,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,35,f,49,"Сарайлал, Хъазилал"
1393,grammar,10,пятка pl,мижаЛОЛ,35,f,49,"Сарайлал, Хъазилал"
1396,grammar,11,зять pl,нусоБДУЛ,35,f,49,"Сарайлал, Хъазилал"
1397,grammar,12,они кушают,гьегевул вокомаДО,35,f,49,"Сарайлал, Хъазилал"
1399,grammar,13,"когда он придет, будем кушать",вуъоРБИ,35,f,49,"Сарайлал, Хъазилал"
1405,lexical,14,радуга,сороди йошиква йичонний,35,f,49,"Сарайлал, Хъазилал"
1408,lexical,15,север,север,35,f,49,"Сарайлал, Хъазилал"
1413,lexical,16,тысяча,озИругу,35,f,49,"Сарайлал, Хъазилал"
1415,grammar,1,большая бабочка,Реч1уха одорук1а,36,m,37,NA
1417,grammar,2,большие бабочки,Реч1ухол одорук1ол,36,m,37,NA
1418,grammar,3,большой кузнечик,Беч1уха гъац1а,36,m,37,NA
1420,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,36,m,37,NA
1422,grammar,5,родители ушли,ила има РУъон,36,m,37,NA
1425,grammar,6,налей отцу воды,т1инно дадаЙ лъен,36,m,37,NA
1426,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,36,m,37,NA
1429,grammar,8,третья девочка,лъобдЕБ йоши,36,m,37,NA
1431,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,36,m,37,NA
1434,grammar,10,пятка pl,мижаЛОЛ,36,m,37,NA
1437,grammar,11,зять pl,нусоБДУЛ,36,m,37,NA
1438,grammar,12,они кушают,гьегевул вокомаДО,36,m,37,NA
1440,grammar,13,"когда он придет, будем кушать",вуъоРБИ,36,m,37,NA
1446,lexical,14,радуга,сороди йошиква йичонний,36,m,37,NA
1449,lexical,15,север,север,36,m,37,NA
1453,lexical,16,тысяча,озУругу,36,m,37,NA
1455,grammar,1,большая бабочка,Беч1уха одорук1а,37,m,54,"Тирмач, Хъазилал"
1457,grammar,2,большие бабочки,Йеч1ухол одорук1ол,37,m,54,"Тирмач, Хъазилал"
1459,grammar,3,большой кузнечик,Беч1уха гъац1а,37,m,54,"Тирмач, Хъазилал"
1461,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,37,m,54,"Тирмач, Хъазилал"
1463,grammar,5,родители ушли,ила има РУъон,37,m,54,"Тирмач, Хъазилал"
1465,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,37,m,54,"Тирмач, Хъазилал"
1467,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,37,m,54,"Тирмач, Хъазилал"
1470,grammar,8,третья девочка,лъобдЕБ йоши,37,m,54,"Тирмач, Хъазилал"
1472,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,37,m,54,"Тирмач, Хъазилал"
1475,grammar,10,пятка pl,мижаЛОЛ,37,m,54,"Тирмач, Хъазилал"
1478,grammar,11,зять pl,нусоБДУЛ,37,m,54,"Тирмач, Хъазилал"
1480,grammar,12,они кушают,гьегевул вокомаЛО,37,m,54,"Тирмач, Хъазилал"
1481,grammar,13,"когда он придет, будем кушать",вуъоРБИ,37,m,54,"Тирмач, Хъазилал"
1486,lexical,14,радуга,сороди гьорч1ч1и йичонний,37,m,54,"Тирмач, Хъазилал"
1490,lexical,15,север,север,37,m,54,"Тирмач, Хъазилал"
1495,lexical,16,тысяча,озИругу,37,m,54,"Тирмач, Хъазилал"
1496,grammar,1,большая бабочка,Беч1уха одорук1а,38,f,35,Угьамадул
1498,grammar,2,большие бабочки,Йеч1ухол одорук1ол,38,f,35,Угьамадул
1500,grammar,3,большой кузнечик,Беч1уха гъац1а,38,f,35,Угьамадул
1502,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,38,f,35,Угьамадул
1504,grammar,5,родители ушли,ила има РУъон,38,f,35,Угьамадул
1506,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,38,f,35,Угьамадул
1508,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,38,f,35,Угьамадул
1511,grammar,8,третья девочка,лъобдЕБ йоши,38,f,35,Угьамадул
1513,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,38,f,35,Угьамадул
1516,grammar,10,пятка pl,мижаЛОЛ,38,f,35,Угьамадул
1519,grammar,11,зять pl,нусоБДУЛ,38,f,35,Угьамадул
1520,grammar,12,они кушают,гьегевул вокомаДО,38,f,35,Угьамадул
1522,grammar,13,"когда он придет, будем кушать",вуъоРБИ,38,f,35,Угьамадул
1528,lexical,14,радуга,сороди йошиква йичонний,38,f,35,Угьамадул
1531,lexical,15,север,север,38,f,35,Угьамадул
1534,lexical,16,тысяча,озругу,38,f,35,Угьамадул
1537,grammar,1,большая бабочка,Беч1уха одорук1а,39,m,36,NA
1539,grammar,2,большие бабочки,Йеч1ухол одорук1ол,39,m,36,NA
1541,grammar,3,большой кузнечик,Беч1уха гъац1а,39,m,36,NA
1543,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,39,m,36,NA
1545,grammar,5,родители ушли,ила има РУъон,39,m,36,NA
1547,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,39,m,36,NA
1549,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,39,m,36,NA
1552,grammar,8,третья девочка,лъобдЕБ йоши,39,m,36,NA
1554,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,39,m,36,NA
1556,grammar,10,пятка pl,мижоБИЛ,39,m,36,NA
1559,grammar,11,зять pl,нусоДУЛ,39,m,36,NA
1561,grammar,12,они кушают,гьегевул вокомаДО,39,m,36,NA
1564,grammar,13,"когда он придет, будем кушать",вуъоРБИЛДИ,39,m,36,NA
1567,lexical,14,радуга,радуга,39,m,36,NA
1572,lexical,15,север,север,39,m,36,NA
1575,lexical,16,тысяча,озругу,39,m,36,NA
1578,grammar,1,большая бабочка,Беч1уха одорук1а,40,m,61,"Угьамадул, Балталал"
1580,grammar,2,большие бабочки,Йеч1ухол одорук1ол,40,m,61,"Угьамадул, Балталал"
1582,grammar,3,большой кузнечик,Беч1уха гъац1а,40,m,61,"Угьамадул, Балталал"
1584,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,40,m,61,"Угьамадул, Балталал"
1586,grammar,5,родители ушли,ила има РУъон,40,m,61,"Угьамадул, Балталал"
1589,grammar,6,налей отцу воды,т1инно дадаЙ лъен,40,m,61,"Угьамадул, Балталал"
1590,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,40,m,61,"Угьамадул, Балталал"
1593,grammar,8,третья девочка,лъобдЕБ йоши,40,m,61,"Угьамадул, Балталал"
1595,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,40,m,61,"Угьамадул, Балталал"
1597,grammar,10,пятка pl,мижоБИЛ,40,m,61,"Угьамадул, Балталал"
1601,grammar,11,зять pl,нусоБДУЛ,40,m,61,"Угьамадул, Балталал"
1602,grammar,12,они кушают,гьегевул вокомаДО,40,m,61,"Угьамадул, Балталал"
1604,grammar,13,"когда он придет, будем кушать",вуъоРБИ,40,m,61,"Угьамадул, Балталал"
1609,lexical,14,радуга,сороди гьорч1ч1и йичонний,40,m,61,"Угьамадул, Балталал"
1612,lexical,15,север,сибир,40,m,61,"Угьамадул, Балталал"
1616,lexical,16,тысяча,озругу,40,m,61,"Угьамадул, Балталал"
1619,grammar,1,большая бабочка,Беч1уха одорук1а,41,m,70,Балталал
1621,grammar,2,большие бабочки,Йеч1ухол одорук1ол,41,m,70,Балталал
1623,grammar,3,большой кузнечик,Беч1уха гъац1а,41,m,70,Балталал
1625,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,41,m,70,Балталал
1628,grammar,5,родители ушли,ила има ВОъон,41,m,70,Балталал
1629,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,41,m,70,Балталал
1631,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,41,m,70,Балталал
1634,grammar,8,третья девочка,лъобдЕБ йоши,41,m,70,Балталал
1636,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,41,m,70,Балталал
1639,grammar,10,пятка pl,мижаЛОЛ,41,m,70,Балталал
1642,grammar,11,зять pl,нусоБДУЛ,41,m,70,Балталал
1643,grammar,12,они кушают,гьегевул вокомаДО,41,m,70,Балталал
1646,grammar,13,"когда он придет, будем кушать",вуъоРБИЛДИ,41,m,70,Балталал
1650,lexical,14,радуга,сороди гьорч1ч1и йичонний,41,m,70,Балталал
1654,lexical,15,север,север,41,m,70,Балталал
1658,lexical,16,тысяча,озУругу,41,m,70,Балталал
1661,grammar,1,большая бабочка,Реч1уха одорук1а,42,m,56,"Гъазилал, Ордащилал"
1662,grammar,2,большие бабочки,Йеч1ухол одорук1ол,42,m,56,"Гъазилал, Ордащилал"
1664,grammar,3,большой кузнечик,Беч1уха гъац1а,42,m,56,"Гъазилал, Ордащилал"
1666,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,42,m,56,"Гъазилал, Ордащилал"
1668,grammar,5,родители ушли,ила има РУъон,42,m,56,"Гъазилал, Ордащилал"
1671,grammar,6,налей отцу воды,т1инно дадаЙ лъен,42,m,56,"Гъазилал, Ордащилал"
1672,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,42,m,56,"Гъазилал, Ордащилал"
1675,grammar,8,третья девочка,лъобдЕБ йоши,42,m,56,"Гъазилал, Ордащилал"
1677,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,42,m,56,"Гъазилал, Ордащилал"
1680,grammar,10,пятка pl,мижаЛОЛ,42,m,56,"Гъазилал, Ордащилал"
1683,grammar,11,зять pl,нусоБДУЛ,42,m,56,"Гъазилал, Ордащилал"
1684,grammar,12,они кушают,гьегевул вокомаДО,42,m,56,"Гъазилал, Ордащилал"
1686,grammar,13,"когда он придет, будем кушать",вуъоРБИ,42,m,56,"Гъазилал, Ордащилал"
1691,lexical,14,радуга,сороди гьорч1ч1и йичонний,42,m,56,"Гъазилал, Ордащилал"
1695,lexical,15,север,север,42,m,56,"Гъазилал, Ордащилал"
1700,lexical,16,тысяча,озИругу,42,m,56,"Гъазилал, Ордащилал"
1701,grammar,1,большая бабочка,Беч1уха одорук1а,43,f,62,Гьекьилавлал
1703,grammar,2,большие бабочки,Йеч1ухол одорук1ол,43,f,62,Гьекьилавлал
1705,grammar,3,большой кузнечик,Беч1уха гъац1а,43,f,62,Гьекьилавлал
1707,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,43,f,62,Гьекьилавлал
1710,grammar,5,родители ушли,ила има ВОъон,43,f,62,Гьекьилавлал
1711,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,43,f,62,Гьекьилавлал
1713,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,43,f,62,Гьекьилавлал
1716,grammar,8,третья девочка,лъобдЕБ йоши,43,f,62,Гьекьилавлал
1718,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиГЪи,43,f,62,Гьекьилавлал
1721,grammar,10,пятка pl,мижаЛОЛ,43,f,62,Гьекьилавлал
1724,grammar,11,зять pl,нусоБДУЛ,43,f,62,Гьекьилавлал
1725,grammar,12,они кушают,гьегевул вокомаДО,43,f,62,Гьекьилавлал
1727,grammar,13,"когда он придет, будем кушать",вуъоРБИ,43,f,62,Гьекьилавлал
1732,lexical,14,радуга,сороди гьорч1ч1и йичонний,43,f,62,Гьекьилавлал
1736,lexical,15,север,север,43,f,62,Гьекьилавлал
1740,lexical,16,тысяча,озУругу,43,f,62,Гьекьилавлал
1742,grammar,1,большая бабочка,Беч1уха одорук1а,44,f,59,Гьекьилавлал
1744,grammar,2,большие бабочки,Йеч1ухол одорук1ол,44,f,59,Гьекьилавлал
1746,grammar,3,большой кузнечик,Беч1уха гъац1а,44,f,59,Гьекьилавлал
1748,grammar,4,большие кузнечики,Йеч1ухол гъац1ол,44,f,59,Гьекьилавлал
1751,grammar,5,родители ушли,ила има ВОъон,44,f,59,Гьекьилавлал
1752,grammar,6,налей отцу воды,т1инно дадаЛЪУ лъен,44,f,59,Гьекьилавлал
1754,grammar,7,налей корове воды,т1инно зив(у)ЛЪУ лъен,44,f,59,Гьекьилавлал
1757,grammar,8,третья девочка,лъобдЕБ йоши,44,f,59,Гьекьилавлал
1758,grammar,9,на свадьбе невеста была красивая,реххиноъа бах1арай багъу йиК1о,44,f,59,Гьекьилавлал
1762,grammar,10,пятка pl,мижаЛОЛ,44,f,59,Гьекьилавлал
1765,grammar,11,зять pl,нусоБДУЛ,44,f,59,Гьекьилавлал
1766,grammar,12,они кушают,гьегевул вокомаДО,44,f,59,Гьекьилавлал
1769,grammar,13,"когда он придет, будем кушать",вуъоРБИЛДИ,44,f,59,Гьекьилавлал
1773,lexical,14,радуга,сороди гьорч1ч1и йичонний,44,f,59,Гьекьилавлал
1777,lexical,15,север,север,44,f,59,Гьекьилавлал
1781,lexical,16,тысяча,озУругу,44,f,59,Гьекьилавлал
